"","k","N","NF","NM","SDF","SDM","lam01","lam02","sig1","sig2","SDFS","SDFL","SDMS","SDML","truesig1","truesig2","truelam01","truelam02","N1CI","N2CI","Sig1CI","Sig2CI","Lam01CI","Lam02CI","TrueNF","TrueNM","Model"
"91",90,0,357,212,38.768878102827,44.9821391384362,0.0973380042554945,0.0164212962398306,0.51554457377882,1.13323594146566,0.038418879350167,0.0150009055851228,0.159407949280467,0.00485998820782817,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,264,175,"BandSMR"
"92",91,0,349,264,34.801503193076,30.5885643857986,0.064770952353935,0.0290580721368791,0.592731503423718,0.808680012295332,0.0402288055072829,0.0098923702725294,0.0884325030209396,0.00640440922864813,0.6,0.9,0.07,0.03,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,260,175,"BandSMR"
"93",92,0,360,256,33.911065986395,34.6304055698817,0.0742875732577076,0.0312953496701697,0.561188301232898,0.787779048420151,0.04216958286028,0.0112828746417739,0.0845206062603276,0.00714036353152755,0.6,0.9,0.07,0.03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,273,185,"BandSMR"
"94",93,0,376,272,25.4489963167139,26.918811141741,0.086405019706593,0.037185114269794,0.525710258202321,0.756119858739008,0.0390564051632672,0.0131222699974861,0.0705089330560363,0.00689766406061962,0.6,0.9,0.07,0.03,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,266,180,"BandSMR"
"95",94,0,319,211,42.4056166383268,39.8580448897519,0.0699525746731891,0.0307645636040395,0.609867537753091,0.83570397759114,0.0430845405639165,0.0113724309396457,0.09338096783356,0.00665716896727518,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,176,"BandSMR"
"96",95,0,305,206,44.481869227885,43.2520664741067,0.0760033987906085,0.022169469113375,0.587632738337407,1.1034044540766,0.0419207392322759,0.0122330983669206,0.139543380546604,0.00601669038284994,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268,172,"BandSMR"
"97",96,0,371,176,26.928791193623,43.244858341998,0.0762546188424441,0.0374316650422018,0.582226461323851,0.926977764730986,0.0376334922088744,0.01115270822254,0.103811408510634,0.00868362118769527,0.6,0.9,0.07,0.03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,274,181,"BandSMR"
"98",97,0,354,186,35.8554866344779,46.1164651347772,0.0752311802151962,0.0421130692329636,0.537489517988121,0.832874217402457,0.0413812466680263,0.0117023222042546,0.0936972351825839,0.00881270718333564,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,177,"BandSMR"
"99",98,0,334,138,44.4532941970265,31.0115168017106,0.0803861697519787,0.0477712715361688,0.57777031346101,0.799689171644877,0.0429358033089061,0.011306865226097,0.0714000523578756,0.0101270212935362,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,267,178,"BandSMR"
"100",99,0,350,241,36.9199461242711,37.5940738983567,0.0849978075160064,0.0401196988611664,0.522686504897514,0.753425150671744,0.0363643018572799,0.0131751968055379,0.0786999129587432,0.00831652172570909,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,181,"BandSMR"
"101",1,0,269,241,39.2407271266634,39.3825450954833,0.0679089074361948,0.0228707383016965,0.602174918356729,0.899810556270007,0.00208743779521012,0.00861199323188993,0.00460733235307401,0.00478475062374724,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,170,"TelemetrySMR"
"102",10,0,273,238,36.6843799427383,36.7471731895019,0.081148905839917,0.0239103072366702,0.598987462248451,0.899562174181226,0.00212891128231598,0.00873147957208677,0.0043475358415201,0.00433116564587301,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,187,"TelemetrySMR"
"103",100,0,306,196,39.7636981862413,34.0621416991347,0.0846398432065154,0.0315316599709317,0.595919085304486,0.905949552382822,0.00210478191980217,0.0103815004022588,0.00456803261524461,0.00536216592672682,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,263,182,"TelemetrySMR"
"104",11,0,255,191,40.079689009869,33.2280274574814,0.0721454741954271,0.0381691393073568,0.600505783987211,0.907626537162993,0.002082638890489,0.0090715738694674,0.00456174228114126,0.00607359776320619,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,265,182,"TelemetrySMR"
"105",12,0,267,251,41.5070751621964,31.3252788325754,0.0758311940197361,0.0308827814772895,0.603285710122196,0.901129875621323,0.00212048845100364,0.0098772154726016,0.0044284855498842,0.00388235443634078,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,265,183,"TelemetrySMR"
"106",13,0,300,129,44.1889639884363,21.7987243771743,0.0726160254286873,0.0444990432759892,0.597178020395266,0.908951200436363,0.0020879960014956,0.0103726603795276,0.00444591634068524,0.00585582940358518,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,275,171,"TelemetrySMR"
"107",14,0,371,197,27.964301658529,41.8723206210937,0.0722172110967557,0.0261077103804889,0.597521225984146,0.893486283634692,0.00210904924939612,0.00733168572248085,0.0044531088335858,0.00558204658801754,0.6,0.9,0.07,0.03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,267,179,"TelemetrySMR"
"108",15,0,349,235,35.7413898541866,32.60062069432,0.0609463938362442,0.0264688542930169,0.599838989267314,0.895024605779376,0.00208441506994802,0.00683989522948587,0.00444818418581943,0.00356979170801304,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,177,"TelemetrySMR"
"109",16,0,300,260,38.9969005424345,31.232465391292,0.0654364550555015,0.0269939284491678,0.601330204274063,0.89547834888364,0.00213570319832138,0.00708287409571285,0.00440397289481753,0.00415444598930587,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264,186,"TelemetrySMR"
"110",17,0,285,164,35.9524890853976,30.3483944813517,0.0746348439808301,0.0410757160441447,0.599646586493625,0.900080145690467,0.00209611430997049,0.00762395913339769,0.00452371518660676,0.00653860571312635,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,261,180,"TelemetrySMR"
"111",18,0,295,227,41.1687775674595,34.4867204472413,0.0689698433323782,0.0313487785784706,0.599003719121462,0.894305117730388,0.00209596800302303,0.00809401699607178,0.00445832996117426,0.00466614122829715,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,260,177,"TelemetrySMR"
"112",19,0,273,192,39.6300197204866,33.983529028906,0.0860961483445677,0.0330600753368883,0.598682098634281,0.898257234881241,0.00204880778721053,0.00947053196223103,0.00441901187615157,0.00513112132011283,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,183,"TelemetrySMR"
"113",2,0,325,233,36.4790741854586,35.5462317869975,0.0769536999112847,0.0298698220216938,0.598469262535702,0.902532678402785,0.00208362049653776,0.0073961677206596,0.00449606425115534,0.00475053213625235,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,182,"TelemetrySMR"
"114",20,0,311,231,44.3140600519312,38.4354763730856,0.0752380495386235,0.0294198398920757,0.600822543889767,0.896355922955193,0.00210868870693546,0.0107359001872943,0.00453108215679441,0.00516954319369779,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,275,180,"TelemetrySMR"
"115",21,0,295,221,39.5247893956737,36.469313573489,0.0798129462412578,0.0311076905155421,0.594106140044561,0.895915655798216,0.0021084682744521,0.00894669462107679,0.00441405829404262,0.00513138806094991,0.6,0.9,0.07,0.03,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,265,179,"TelemetrySMR"
"116",22,0,266,193,37.2044439565838,38.7537442815892,0.0673867675627938,0.0315859871771108,0.594731375147984,0.895187668060821,0.00208102188966387,0.00711801924089086,0.00444003669896455,0.00622001145014985,0.6,0.9,0.07,0.03,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,266,171,"TelemetrySMR"
"117",23,0,323,207,38.2125736036798,34.2848095264725,0.0673147328958913,0.029678983327199,0.598538245217874,0.893938120994997,0.00212141210293511,0.00779481450285014,0.00439391938119223,0.00452531799058257,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,181,"TelemetrySMR"
"118",24,0,335,179,37.6612779218953,32.399910703412,0.0631440194036074,0.033110665984783,0.598473155981872,0.892209931669451,0.00212367989354743,0.00645329485907198,0.004438491040729,0.00525702483788204,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268,174,"TelemetrySMR"
"119",25,0,254,194,35.9906845902779,33.7354121738311,0.0726833560624394,0.0293880437339985,0.601887556896095,0.903200294059405,0.002137862026922,0.00821703648678858,0.00439707991949802,0.00476378174366782,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,272,185,"TelemetrySMR"
"120",26,0,337,207,37.0381374059431,38.657827228026,0.0622705597375025,0.0290145488432457,0.600347606368453,0.901027578189823,0.00212431767685133,0.00651614361670776,0.00456630786633388,0.00535608449234702,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,261,180,"TelemetrySMR"
"121",27,0,261,214,34.1168889433545,36.0225793092347,0.076957170662099,0.0300645550065125,0.596097185649679,0.897663400915771,0.00210708419804068,0.00725831052245216,0.0044722935316329,0.00495963713203863,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,181,"TelemetrySMR"
"122",28,0,301,154,41.0476311873022,32.0774649526078,0.0800533926251276,0.0337988026353575,0.596242087014616,0.897490874793177,0.00209219342611961,0.00924106439107398,0.00450005297033769,0.00594552279758556,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,265,180,"TelemetrySMR"
"123",29,0,255,161,41.7709380033029,28.1678966246728,0.0756010131292309,0.0380185659318406,0.599374685885571,0.90299654509504,0.0021078589157222,0.0104335640526026,0.00456762145578636,0.00590797809221977,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,182,"TelemetrySMR"
"124",3,0,306,208,43.8425543973688,37.5703650071944,0.0533974486703933,0.0299876673417462,0.599887200983079,0.892277591218947,0.00209513124556092,0.00709987494381576,0.00437802741371626,0.0056675638795587,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,264,174,"TelemetrySMR"
"125",30,0,283,213,33.9793454037759,38.3577458280875,0.0828264258551561,0.0253912081513359,0.600155091705403,0.906185605813236,0.00206062352323735,0.00722821025330334,0.00445765277727257,0.00468564496819063,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,269,183,"TelemetrySMR"
"126",31,0,349,220,34.9666608130279,37.518085173395,0.0628760828979993,0.0303026670809861,0.601669502563605,0.904335954673436,0.00210373699044548,0.00637571263414529,0.00451343001227507,0.00507392968328533,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268,182,"TelemetrySMR"
"127",32,0,334,175,36.6998439271651,35.8872664716561,0.0644280022545937,0.0329776441646719,0.59870805077263,0.906007565250492,0.00214297187098152,0.00637892888741845,0.0045114264768954,0.00619212539113667,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,276,175,"TelemetrySMR"
"128",33,0,301,188,40.8123827430124,32.1655211029827,0.063653086599004,0.0408906460437014,0.600138331890758,0.887621661074887,0.00212048524043732,0.00835983588805704,0.00443173551478616,0.00608501120087111,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,262,178,"TelemetrySMR"
"129",34,0,344,195,33.7797241525446,34.3449585137448,0.0612432842824697,0.0318703865549451,0.596933692060065,0.89633626277488,0.0021145237959889,0.00622593786492668,0.00437816003073963,0.00496887806092963,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,175,"TelemetrySMR"
"130",35,0,265,233,40.024235527767,34.1476907886914,0.0821287772039555,0.0244156994911917,0.597215749517061,0.898216188112434,0.00208110510217014,0.0107648487388984,0.00440877884955694,0.00379527025283507,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268,178,"TelemetrySMR"
"131",36,0,314,166,39.043331196539,31.2859081392483,0.0687873660426897,0.037762213101912,0.59960503237241,0.902945884922346,0.0021196601012465,0.00739205440641818,0.0044404124699694,0.00600866290101479,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,275,184,"TelemetrySMR"
"132",37,0,295,145,40.8680649782822,26.5116828996882,0.0792319991547475,0.0381877448624457,0.600380080715936,0.903314931197819,0.00210931521352982,0.00953426950281377,0.00446095542553438,0.00578209089552446,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,271,174,"TelemetrySMR"
"133",38,0,336,190,39.4385249082956,34.1052743184131,0.0668720901298666,0.0313626722474321,0.600306955399246,0.893237094878262,0.00214441830406136,0.00790895946316253,0.00456330438398894,0.00521806757019408,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,277,176,"TelemetrySMR"
"134",39,0,351,176,35.0904028064404,35.4535597276132,0.0586715693321128,0.0339333197021523,0.59858649460863,0.907999840124337,0.00209293442938013,0.00604387769742617,0.00453116591915461,0.00650468642622423,0.6,0.9,0.07,0.03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,264,179,"TelemetrySMR"
"135",4,0,316,178,37.3236117545439,36.1468141714381,0.0791299424951862,0.0346702614278776,0.600560776022859,0.896570001746528,0.0020910328221436,0.00761501503311092,0.00447723917133212,0.00607780709320675,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274,177,"TelemetrySMR"
"136",40,0,295,213,38.2861321704902,42.9361490074441,0.080908511054593,0.0286275718776148,0.59926161466434,0.902504820542499,0.00210242828433725,0.00809827693297408,0.00448744658717288,0.0058202723939847,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,182,"TelemetrySMR"
"137",41,0,296,147,41.7146341930025,30.9747698601136,0.0736872734816545,0.0411267700060982,0.598158487782995,0.900779466720205,0.00212144508931015,0.00942336281581247,0.00455601810481716,0.00747968306164676,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264,175,"TelemetrySMR"
"138",42,0,292,218,38.2252048344898,36.5792256766268,0.0740889477766095,0.0287181605334752,0.598934786401645,0.895888121187703,0.00208380567851173,0.00806506948882697,0.00439211005732792,0.0047882316338841,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,176,"TelemetrySMR"
"139",43,0,279,210,40.2105251698522,38.1040637031389,0.077074753320534,0.028379608884077,0.601304739011283,0.904920721331078,0.00211861900696286,0.00994006632942782,0.00452129287806894,0.00485014739382672,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,182,"TelemetrySMR"
"140",44,0,297,138,42.427364613689,25.675181135188,0.0622348235456599,0.0410565954926268,0.601190337542375,0.895923712452244,0.00209775744980993,0.00754831700516603,0.00447081591392501,0.0070471641130849,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,271,173,"TelemetrySMR"
"141",45,0,281,256,36.2485964245171,31.2662430734852,0.0848998228250123,0.0222707997039667,0.60090378986691,0.899777147261992,0.00204704008224509,0.00912468896438221,0.00446112405088487,0.00308051414992484,0.6,0.9,0.07,0.03,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,267,178,"TelemetrySMR"
"142",46,0,334,168,42.1188999466495,31.3248175859034,0.0576659547736912,0.0354174154578298,0.600102274022265,0.905289193745977,0.00212087756521819,0.00803164195696037,0.00455577533766411,0.0062306622668992,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,176,"TelemetrySMR"
"143",48,0,333,203,41.4494117580961,39.6369700599103,0.0623022257966013,0.0282165613393277,0.598925077006683,0.903539099995898,0.00207940643922257,0.00815557025432716,0.00439235398269328,0.00535388798303772,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,261,171,"TelemetrySMR"
"144",49,0,261,246,37.8754254599797,31.8885130234783,0.078626963545621,0.0261101075240062,0.599540186399935,0.891547045213193,0.00213198192215241,0.00961140130263877,0.00436915272802326,0.00344141829060285,0.6,0.9,0.07,0.03,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,263,173,"TelemetrySMR"
"145",5,0,233,166,32.3984485487616,32.3209007394365,0.0906298857350481,0.0299012020837466,0.596332495420811,0.905909772211261,0.00209400828471588,0.00937528604360113,0.00452860707093749,0.00481857665057579,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,272,173,"TelemetrySMR"
"146",50,0,305,128,41.3183641915089,21.6443788374278,0.0713528672831263,0.0491359949037751,0.601485421357198,0.903763949356434,0.00210795808510357,0.00873137903558527,0.0045158574304423,0.00690361705463347,0.6,0.9,0.07,0.03,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,266,187,"TelemetrySMR"
"147",51,0,348,196,34.9187837617536,37.3036760532648,0.0588439995983625,0.030768857501589,0.600866108347088,0.896472410851214,0.00214606803479378,0.00626752847397572,0.00447083634911188,0.00540179146962556,0.6,0.9,0.07,0.03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,268,182,"TelemetrySMR"
"148",52,0,278,163,39.0339132656739,33.8036460688739,0.0915444269262037,0.0355619465652061,0.599211766531798,0.905683211611835,0.0020558824156082,0.0104164813616467,0.00445953441386665,0.00589725965791879,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,277,177,"TelemetrySMR"
"149",53,0,294,246,38.222381325839,33.976478106718,0.0858708859556021,0.0242191781676364,0.600776003089246,0.897855468822751,0.0020880219580106,0.00867668791833619,0.00445784189934958,0.0036112856111891,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,179,"TelemetrySMR"
"150",54,0,275,232,37.7268229893519,32.4026954930872,0.0794506902553016,0.0295197418594541,0.598064386382387,0.90227746887934,0.00209831219644876,0.0087103899335029,0.00451920595476066,0.00403328049209878,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268,178,"TelemetrySMR"
"151",55,0,320,185,40.7963300897749,33.2213353335841,0.0705507352595948,0.0365617388868486,0.601539917091497,0.896222982282331,0.00211425561488254,0.00820449163676589,0.00436120368110258,0.00599385670482822,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,176,"TelemetrySMR"
"152",56,0,318,167,38.3890046117674,31.5638505397418,0.0620775996388515,0.0363603927864154,0.598502259038926,0.90216142094501,0.00212628864956287,0.00684339701417305,0.0045244207879676,0.00625324912804173,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266,178,"TelemetrySMR"
"153",57,0,365,145,30.6298664025558,30.8015591799236,0.0647708975328936,0.0419232107279846,0.599799493164568,0.893134278506913,0.0020891257813299,0.00630072209850365,0.00443925460729614,0.00765816281010779,0.6,0.9,0.07,0.03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,274,180,"TelemetrySMR"
"154",58,0,329,232,36.3854929043925,39.8436742903081,0.0742230754291509,0.0255912274222823,0.602673321430908,0.894466978557385,0.00208635382833927,0.00702207816336772,0.0044133278841316,0.00505534042689657,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,271,180,"TelemetrySMR"
"155",59,0,335,201,35.7442460594811,40.6736638791826,0.0640076105751015,0.0285632525025558,0.601925031698474,0.903785729939991,0.00207574398038991,0.00670121036170162,0.00455210050517942,0.00568074150143932,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,275,174,"TelemetrySMR"
"156",6,0,314,217,37.9129433841621,37.7911908730197,0.0585010591902984,0.0265229356604938,0.601113337341696,0.899173537711492,0.00208266761106178,0.00590027629310219,0.00438198066986487,0.00450844433248057,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,278,173,"TelemetrySMR"
"157",60,0,221,194,32.920667020334,30.5448368759099,0.100825933679238,0.0366526320204252,0.595651305550791,0.893139269007348,0.00211220266588877,0.0129415397155087,0.00440130437701619,0.00507102971955538,0.6,0.9,0.07,0.03,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,271,181,"TelemetrySMR"
"158",61,0,299,135,39.1827050599463,28.5884877549432,0.0617503448095743,0.0361273179208839,0.600143806727729,0.898339536935604,0.00211902407595172,0.00695016525446501,0.00439506031938969,0.0064825054392016,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,162,"TelemetrySMR"
"159",62,0,312,221,39.0219916589268,34.6693584340688,0.0667748865063777,0.0270278654691033,0.595962532409672,0.901567261600646,0.00211487916228358,0.00773540493875254,0.00449197559322364,0.00381028102346156,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,273,182,"TelemetrySMR"
"160",63,0,277,213,37.5055221775676,37.3714829635954,0.0710701094392142,0.0279914900799071,0.597917003024675,0.895185000423165,0.0021164053421895,0.0078485970483029,0.0045563898060932,0.00482518470576259,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,180,"TelemetrySMR"
"161",64,0,270,197,39.923598113192,34.0171175485243,0.073965528229161,0.0331550474249964,0.599614518915489,0.900879517458114,0.00208255305248774,0.00934740701775339,0.00454583885831672,0.0053506383255985,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,278,180,"TelemetrySMR"
"162",65,0,290,240,38.9520970147751,36.4740502101058,0.0847247287926465,0.0307900853707512,0.595383037846525,0.897869864401839,0.00204626112038946,0.00995003124163386,0.00455325644486258,0.00544524001430201,0.6,0.9,0.07,0.03,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,273,181,"TelemetrySMR"
"163",66,0,325,204,37.868543097648,34.772778179939,0.0632158104379063,0.0310949628490958,0.597384124331527,0.902241674844239,0.00208014852023418,0.00628954178288355,0.00446254059054964,0.00457825083556825,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,185,"TelemetrySMR"
"164",67,0,293,186,43.2291591503772,31.5873443007267,0.075220276188957,0.0304055520019288,0.601937952586326,0.897009002432938,0.0021106209634631,0.0100415271023123,0.00441282410544864,0.00430278709285501,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,260,182,"TelemetrySMR"
"165",68,0,278,211,38.2913459233342,36.6607192320441,0.0721890927582883,0.028745476040632,0.603495035745383,0.892890121425347,0.00211178260886175,0.00845975160140011,0.00448972424415379,0.00468972643872076,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267,182,"TelemetrySMR"
"166",69,0,294,196,39.9118525653841,33.2978445325216,0.0679169272091165,0.0327782252932348,0.595958415631082,0.901988490968208,0.00211611085272362,0.00766545876174185,0.00446845784286645,0.00484433389192352,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,263,181,"TelemetrySMR"
"167",7,0,320,228,39.072768968104,37.6470485672938,0.0631953475392149,0.0251145339164458,0.601353697532649,0.89928011788564,0.00207158414968593,0.00692131249998,0.00440057176011137,0.00452687877036996,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,185,"TelemetrySMR"
"168",70,0,279,174,46.2397290902267,35.1946078239465,0.069497877576743,0.0351025520652968,0.599433324668502,0.899093663320625,0.00214853078800706,0.0109300040453079,0.00442020513148366,0.00636740250030736,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279,184,"TelemetrySMR"
"169",71,0,314,213,39.9624640900931,35.332573391785,0.0684150136398652,0.0339410522534606,0.599213005328995,0.904709531575584,0.00215269007493503,0.00729178023485707,0.00463418528635487,0.00559741389734365,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264,176,"TelemetrySMR"
"170",72,0,339,225,34.68952842683,35.8313149239,0.0701413957085205,0.0274498889502844,0.600965879644545,0.898624301123829,0.00210225921271756,0.00703266758869764,0.00444879394020656,0.0043213199250578,0.6,0.9,0.07,0.03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,261,179,"TelemetrySMR"
"171",73,0,322,239,41.2440559801045,36.3539399832926,0.0639408554001415,0.0239291298360235,0.602372607835169,0.898723395905792,0.00210660068603823,0.00778616538372903,0.004407612242696,0.00381134810802945,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,178,"TelemetrySMR"
"172",74,0,283,175,43.8055652505753,43.1302912266021,0.0656672768334499,0.0319705701788579,0.597096216338698,0.897035738760352,0.00209506849038309,0.00943463660635356,0.00445378668308854,0.00788809132141111,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,276,174,"TelemetrySMR"
"173",75,0,310,207,41.8133882668559,37.0569444337436,0.0756041333723077,0.0294681290578867,0.595897741635065,0.898537512469306,0.00214560196018833,0.00808781006365833,0.00446268665345472,0.00496210441906169,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270,173,"TelemetrySMR"
"174",76,0,267,160,36.4782086035075,28.5598852159187,0.0737016566738213,0.0348839676266054,0.598246375965491,0.901575995531194,0.00210118833019244,0.00812289809425519,0.00445107310227148,0.00538251068322076,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,262,171,"TelemetrySMR"
"175",77,0,275,234,39.4903935339613,34.8521913637803,0.0782077998387702,0.0262406194618155,0.597131275696302,0.887000529023275,0.00205759810983593,0.00920734742826965,0.00440813823907683,0.00410643955394923,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,273,177,"TelemetrySMR"
"176",78,0,344,193,36.6139527345153,36.2290313013285,0.0542942101007952,0.0338343228155392,0.602260217126937,0.901761904144302,0.00216866647936999,0.00641045115676391,0.00455721499637266,0.0053807661583893,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,267,174,"TelemetrySMR"
"177",79,0,326,202,39.5369830561502,36.4150638316618,0.065218101754188,0.0270498510580612,0.601577604379984,0.906915856330735,0.0020988029241121,0.00808402193205033,0.00458746502603438,0.00407621815819956,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269,173,"TelemetrySMR"
"178",8,0,278,183,39.6371048915928,33.1242917360955,0.0749801907718621,0.0290426857545797,0.596815434134571,0.900832958872634,0.00208446454483619,0.00840492983932416,0.00454735820641266,0.0046173945824409,0.6,0.9,0.07,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266,177,"TelemetrySMR"
